case_number,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer
2020-00502289,21 CASE LN,2020-08-19T15:25:51.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2020-00068343,99 7TH ST,2020-08-19T15:25:47.0,8,2020,Lost Article,Not Used,No violations,0,MGammino
2020-00502288,700 ALLENS AVE,2020-08-19T15:07:09.0,8,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,MTroia
2020-00502287,51 HALL ST,2020-08-19T14:56:16.0,8,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,MTroia
2020-00068329,38 DOUGLAS AVE,2020-08-19T14:22:00.0,8,2020,Threats,Not Used,No violations,0,TCalandra
2020-00068307,22 ATLANTIC AVE,2020-08-19T13:34:00.0,8,2020,Missing Persons,Not Used,No violations,0,RAbenante
2020-00068287,BRIDGHAM ST & JUNCTION ST,2020-08-19T12:38:00.0,8,2020,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,LFernandez
2020-00068278,325 WASHINGTON ST,2020-08-19T12:05:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2020-00068270,207 PROGRESS AVE,2020-08-19T11:19:48.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ITavarez
2020-00068267,BROAD ST & SOMERSET ST,2020-08-19T11:19:00.0,8,2020,Medical Aid,Not Used,No violations,0,PHourahan
2020-00502286,199 MANTON AVE,2020-08-19T10:42:27.0,8,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,MTroia
2020-00068260,BROADWAY  & ATWELLS AVE,2020-08-19T10:41:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2020-00068259,304 PEARL ST,2020-08-19T10:35:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LTaveras
2020-00068258,EDDY ST & WESTMINSTER ST,2020-08-19T10:34:00.0,8,2020,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,SCooney
2020-00068257,994 DOUGLAS AVE,2020-08-19T10:25:57.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,2,JMadeira
2020-00502285,63 GESLER ST,2020-08-19T09:58:19.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2020-00502284,94 SLATER AVE,2020-08-19T09:36:26.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2020-00068241,114 CALIFORNIA AVE,2020-08-19T09:28:00.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00068240,126 SILVER SPRING ST,2020-08-19T09:25:00.0,8,2020,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,PCaminero
2020-00068237,74 CATHEDRAL AVE,2020-08-19T08:59:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JAnnis
2020-00068237,74 CATHEDRAL AVE,2020-08-19T08:59:00.0,8,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JAnnis
2020-00068235,181 CORLISS ST,2020-08-19T08:53:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2020-00068232,100 NIANTIC AVE,2020-08-19T08:25:30.0,8,2020,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,ADeschamps
2020-00502283,70 PHEBE ST,2020-08-19T07:27:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00502282,88 OAKWOOD AVE,2020-08-19T07:12:50.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2020-00068217,91 HARTFORD AVE,2020-08-19T06:59:14.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LAndreozzi
2020-00068218,112 MERIDIAN ST,2020-08-19T06:26:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JNezier
2020-00068218,112 MERIDIAN ST,2020-08-19T06:26:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JNezier
2020-00502281,473 EATON ST,2020-08-19T06:11:55.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2020-00068208,708 CRANSTON ST,2020-08-19T05:31:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2020-00068187,WILLIAM ELLERY PL & DOYLE AVE,2020-08-19T00:56:00.0,8,2020,Weapons,11-47-61,DRIVE BY SHOOTINGS,1,JBibeault
2020-00068185,5 AVON ST,2020-08-19T00:44:00.0,8,2020,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,ACalle
2020-00068185,5 AVON ST,2020-08-19T00:44:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,ACalle
2020-00068184,PLAINFIELD ST  &  RT 6 WEST ON RAMP,2020-08-19T00:42:08.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JDeschamps
2020-00502280,177 ATWELLS AVE,2020-08-19T00:35:41.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2020-00502279,122 FOUNTAIN ST,2020-08-18T23:01:05.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00068146,46 DOYLE AVE,2020-08-18T22:13:00.0,8,2020,Request for Assistance,Not Used,No violations,0,Central Station
2020-00502278,50 MT PLEASANT AVE,2020-08-18T22:00:19.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,TPickering
2020-00068138,CENTRAL ST & BROAD ST,2020-08-18T21:42:00.0,8,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,AMoore
2020-00068138,CENTRAL ST & BROAD ST,2020-08-18T21:42:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,AMoore
2020-00068138,CENTRAL ST & BROAD ST,2020-08-18T21:42:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AMoore
2020-00068139,NORTH AVE & BLACKSTONE BLVD,2020-08-18T21:41:24.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MGammino
2020-00068137,1271 EDDY ST,2020-08-18T21:34:00.0,8,2020,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,NManfredi
2020-00068134,80 CURTIS ST,2020-08-18T21:17:00.0,8,2020,Dispersals,Not Used,No violations,0,MMena-Torres
2020-00502277,1000 ELMWOOD AVE,2020-08-18T21:13:39.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00068132,1 HAVANA ST,2020-08-18T21:12:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NO'Malley
2020-00068115,IVES ST & TRENTON ST,2020-08-18T20:12:00.0,8,2020,DUI,31-27-2.1,Chemical Test Refusal,1,KEndres
2020-00068115,IVES ST & TRENTON ST,2020-08-18T20:12:00.0,8,2020,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,KEndres
2020-00068115,IVES ST & TRENTON ST,2020-08-18T20:12:00.0,8,2020,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,KEndres
2020-00068117,140 POCASSET AVE,2020-08-18T20:10:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LTaveras
2020-00068108,315 BROAD ST,2020-08-18T19:32:00.0,8,2020,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,BDyer
2020-00068105,124 LEDGE ST,2020-08-18T19:27:00.0,8,2020,RI Statute Violation,15-15-3,VIOLATION OF PROTECTIVE ORDER,1,Central Station
2020-00068104,79 RING ST,2020-08-18T19:24:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JPacheco
2020-00502275,1 PROVIDENCE PL,2020-08-18T17:51:57.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2020-00068067,1 PROVIDENCE PL,2020-08-18T17:21:00.0,8,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00068069,53 BARROWS ST,2020-08-18T17:18:00.0,8,2020,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,LTaveras
2020-00068058,88 UNIT ST,2020-08-18T16:55:00.0,8,2020,Request for Assistance,Not Used,No violations,0,Central Station
2020-00068043,261 RHODES ST,2020-08-18T16:09:00.0,8,2020,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,AFrancis
2020-00068038,WESTMINSTER ST & DEXTER ST,2020-08-18T16:03:53.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JDeschamps
2020-00068044,59 COMSTOCK AVE,2020-08-18T15:58:00.0,8,2020,Juvenile Matter,Not Used,No violations,0,PHourahan
2020-00068036,286 CHAD BROWN ST,2020-08-18T15:51:00.0,8,2020,Medical Aid,Not Used,No violations,0,TCalandra
2020-00502274,109 TABER AVE,2020-08-18T15:40:25.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,TPickering
2020-00068027,551 N  MAIN ST,2020-08-18T15:09:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLugo
2020-00068027,551 N  MAIN ST,2020-08-18T15:09:00.0,8,2020,"Fraud, Swindle",19-9-29,BANK FRAUD,1,JLugo
2020-00068025,136 KNIGHT ST,2020-08-18T15:06:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00068023,6 WHELAN RD,2020-08-18T14:55:00.0,8,2020,Juvenile Matter,Not Used,No violations,0,LTaveras
2020-00068018,136 KNIGHT ST,2020-08-18T14:49:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00068011,280 BROAD ST,2020-08-18T14:17:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,NManfredi
2020-00068009,85 PETTEYS AVE,2020-08-18T14:12:49.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JRodrigues
2020-00068001,130 ORTOLEVA DR,2020-08-18T13:59:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JNezier
2020-00067994,101 ISABELLA AVE,2020-08-18T13:41:00.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00067972,30 HAGAN ST,2020-08-18T12:19:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2020-00067964,100 GASPEE ST,2020-08-18T11:58:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2020-00067961,113 W  PARK ST,2020-08-18T11:55:00.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00067956,208 LINWOOD AVE,2020-08-18T11:14:00.0,8,2020,Animal Complaint,Not Used,No violations,0,LTaveras
2020-00067948,551 N  MAIN ST,2020-08-18T11:10:00.0,8,2020,"Fraud, Swindle",11-41-4,OBT/ MONEY-FALSE PRETENSE/PERSONATION/0 $1500 - FALSE PRETENSE,1,WDickie
2020-00067945,86 HURON ST,2020-08-18T11:04:45.0,8,2020,Medical Aid,Not Used,No violations,0,AElie
2020-00067943,241 AMHERST ST,2020-08-18T11:01:06.0,8,2020,Shots Fired,Not Used,No violations,0,LAndreozzi
2020-00502273,1 PROVIDENCE PL,2020-08-18T10:43:51.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2020-00502272,295 AADEMY AVE,2020-08-18T10:34:37.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2020-00502271,558 SMITH ST,2020-08-18T10:27:04.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00067932,280 ATWELLS AVE,2020-08-18T10:14:00.0,8,2020,Fraud,Not Used,No violations,0,LTaveras
2020-00502270,151 WENDELL ST,2020-08-18T08:46:49.0,8,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,TPickering
2020-00067912,26 PRUDENCE AVE,2020-08-18T08:45:26.0,8,2020,Auto Towed,Not Used,Parking or MV Violation,0,ITavarez
2020-00067905,25 MT PLEASANT AVE,2020-08-18T07:38:23.0,8,2020,Medical Aid,Not Used,No violations,0,AElie
2020-00067896,557 BROAD ST,2020-08-18T04:50:00.0,8,2020,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,DLiu
2020-00067856,I 95 N,2020-08-18T00:07:00.0,8,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00067853,1 PROVIDENCE PL,2020-08-17T23:52:47.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADaCruz
2020-00067849,333 ATWELLS AVE,2020-08-17T23:42:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MVoyer
2020-00067841,310 ATWELLS AVE,2020-08-17T23:00:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,MVoyer
2020-00502269,194 DOUGLAS AVE,2020-08-17T22:26:22.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,TPickering
2020-00067832,6 AVON ST,2020-08-17T22:10:00.0,8,2020,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,JPacheco
2020-00067832,6 AVON ST,2020-08-17T22:10:00.0,8,2020,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,1,JPacheco
2020-00067832,6 AVON ST,2020-08-17T22:10:00.0,8,2020,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JPacheco
2020-00067819,ALVES WAY  &  BESSIE WAY,2020-08-17T21:15:18.0,8,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,JCotugno
2020-00067803,45 FLORENCE ST,2020-08-17T20:32:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,SCampbell
2020-00502268,67 DANIEL AVE,2020-08-17T20:24:21.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00067796,93 AYRAULT ST,2020-08-17T20:08:00.0,8,2020,Missing Persons,Not Used,No violations,0,MPlace
2020-00067783,100 NIANTIC AVE,2020-08-17T19:34:00.0,8,2020,Suspicious Person,Not Used,No violations,0,JButen
2020-00067775,26 KENWOOD ST,2020-08-17T19:18:00.0,8,2020,Request for Assistance,Not Used,No violations,0,LPelaez
2020-00067758,325 WASHINGTON ST,2020-08-17T18:34:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RMajeau
2020-00067767,343 BROAD ST,2020-08-17T18:30:00.0,8,2020,Threats,Not Used,No violations,0,AFrancis
2020-00502267,57 FALLON AVE,2020-08-17T18:19:42.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,TPickering
2020-00067753,49 THAYER ST,2020-08-17T18:17:00.0,8,2020,Burglary,11-8-1,BURGLARY,1,MCastillo
2020-00067742,333 W  RIVER ST,2020-08-17T17:26:00.0,8,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00067736,120 ALTHEA ST,2020-08-17T16:54:00.0,8,2020,Assistance Rendered,Not Used,No violations,0,LPelaez
2020-00067731,304 VEAZIE ST,2020-08-17T16:40:00.0,8,2020,Disturbance,Not Used,No violations,0,TCalandra
2020-00067730,17 ANTHONY AVE,2020-08-17T16:34:00.0,8,2020,Assistance Rendered,Not Used,No violations,0,LPelaez
2020-00067727,105 POMONA AVE,2020-08-17T16:33:00.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2020-00067724,5 CATHEDRAL SQ,2020-08-17T16:28:00.0,8,2020,Request for Assistance,Not Used,No violations,0,RAbenante
2020-00502266,291 SW KILLINGLY ST,2020-08-17T15:54:05.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2020-00067708,50 ADMIRAL ST,2020-08-17T15:32:00.0,8,2020,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KRichards
2020-00067707,EDDY ST & APPLEGATE LN,2020-08-17T15:31:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLopes
2020-00067713,284 ALLENS AVE,2020-08-17T15:30:00.0,8,2020,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,JBenros
2020-00067715,648 POTTERS AVE,2020-08-17T15:28:00.0,8,2020,Request for Assistance,Not Used,No violations,0,LPelaez
2020-00067705,603 UNION AVE,2020-08-17T15:27:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2020-00067702,12 ANSEL AVE,2020-08-17T15:16:00.0,8,2020,Request for Assistance,Not Used,No violations,0,Central Station
2020-00067700,155 WENDELL ST,2020-08-17T15:07:00.0,8,2020,Assistance Rendered,Not Used,No violations,0,LPelaez
2020-00067698,BARBER STREET,2020-08-17T15:00:00.0,8,2020,Juvenile Matter,Not Used,No violations,0,Central Station
2020-00067711,218 HANOVER ST,2020-08-17T14:37:00.0,8,2020,Assistance Rendered,Not Used,No violations,0,LPelaez
2020-00502264,181 CORLISS ST,2020-08-17T14:27:36.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00067687,60 CAMDEN AVE,2020-08-17T14:06:51.0,8,2020,Juvenile Matter,Not Used,No violations,0,EPedchenko
2020-00067670,104 WARRINGTON ST,2020-08-17T13:26:00.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00067669,510 PRAIRIE AVE,2020-08-17T13:18:00.0,8,2020,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,LTaveras
2020-00067669,510 PRAIRIE AVE,2020-08-17T13:18:00.0,8,2020,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,1,LTaveras
2020-00067664,210 OHIO AVE,2020-08-17T12:52:19.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,BBoudreau
2020-00502262,1 RICHMOND SQ 234 E,2020-08-17T12:48:55.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2020-00067660,97 NEWARK ST,2020-08-17T12:37:43.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AElie
2020-00067660,97 NEWARK ST,2020-08-17T12:37:43.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AElie
2020-00502261,160 BENEDICT ST,2020-08-17T12:20:58.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,TPickering
2020-00067649,850 MANTON AVE,2020-08-17T11:51:00.0,8,2020,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,JLanier
2020-00067644,68 GLOUCESTER ST,2020-08-17T11:44:00.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00502260,263 S  MAIN ST,2020-08-17T11:18:14.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2020-00502259,302 PEARL ST,2020-08-17T11:05:51.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00067635,137 SUTTON ST,2020-08-17T10:58:00.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00067627,775 CRANSTON ST,2020-08-17T10:13:00.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GValletta
2020-00067626,13 WISDOM AVE,2020-08-17T09:50:34.0,8,2020,Weapons,11-47-50,FIRING IN COMPACT AREA,1,AElie
2020-00067621,325 WASHINGTON ST,2020-08-17T09:30:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MRudolph
2020-00067620,275 WASHINGTON ST,2020-08-17T09:20:00.0,8,2020,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,CTorres
2020-00067613,26 SOCIAL ST,2020-08-17T08:42:00.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,PCaminero
2020-00067610,70 SPICER ST,2020-08-17T08:40:00.0,8,2020,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,CTorres
2020-00502258,35 ARCH ST,2020-08-17T08:33:17.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00067608,891 HOPE ST,2020-08-17T08:28:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JO
2020-00067600,55 CRANSTON ST,2020-08-17T07:23:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KRichards
2020-00067586,115 LYNCH ST,2020-08-17T04:00:00.0,8,2020,Municipal Code Violation,Sec. 16-93.,"Noise Control - Radios, television sets, and similar devices.",1,RJoseph
2020-00067573,166 ROOSEVELT ST,2020-08-17T01:27:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,HVentura
2020-00067567,41 COMSTOCK AVE,2020-08-17T01:02:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DLiu
2020-00067554,1067 ELMWOOD AVE,2020-08-17T00:00:00.0,8,2020,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,KRosado
2020-00067550,182 BURNSIDE ST,2020-08-16T23:42:00.0,8,2020,Request for Assistance,Not Used,No violations,0,Central Station
2020-00067533,160 BROAD ST,2020-08-16T22:53:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DLiu
2020-00067512,63 HAMMOND ST,2020-08-16T20:47:00.0,8,2020,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JPacheco
2020-00067492,37 BERKSHIRE ST,2020-08-16T19:40:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,IYousif
2020-00067481,805 MAIN ST,2020-08-16T18:36:54.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JSalmeron
2020-00067478,51 SILVER SPRING ST,2020-08-16T18:32:00.0,8,2020,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JLopes
2020-00067478,51 SILVER SPRING ST,2020-08-16T18:32:00.0,8,2020,DUI,31-27-2.1,Chemical Test Refusal,1,JLopes
2020-00067478,51 SILVER SPRING ST,2020-08-16T18:32:00.0,8,2020,Traffic Violation,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",1,JLopes
2020-00067477,593 EDDY ST,2020-08-16T18:26:00.0,8,2020,Article Found,Not Used,No violations,0,AFrancis
2020-00067475,65 LABAN ST,2020-08-16T18:18:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,RMalloy
2020-00067474,136 KNIGHT ST,2020-08-16T18:12:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00502257,32 DEPEW ST,2020-08-16T18:07:29.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,TPickering
2020-00067472,75 DUNCAN AVE,2020-08-16T17:52:34.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MGammino
2020-00502256,472 ATWELLS AVE,2020-08-16T17:39:26.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00502254,331 HOPE ST,2020-08-16T17:30:22.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,TPickering
2020-00067465,PUTNAM ST & KOSSUTH ST,2020-08-16T17:03:00.0,8,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,RMalloy
2020-00067455,15 GLASGOW ST,2020-08-16T16:22:00.0,8,2020,RI Statute Violation,4-1-5,MALICIOUS INJURY TO OR KILLING OF ANIMALS,1,JGagnon
2020-00502253,200 EXCHANGE ST,2020-08-16T16:03:11.0,8,2020,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,TPickering
2020-00502252,45 FELIX ST,2020-08-16T15:52:03.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00502251,10 PROVIDENCE PL,2020-08-16T15:37:45.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,SLafferty
2020-00067413,5 ELMWOOD AVE,2020-08-16T13:13:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LPelaez
2020-00067409,324 HOPE ST,2020-08-16T13:05:47.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,RKing
2020-00067403,324 HOPE ST,2020-08-16T12:40:43.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,RKing
2020-00067400,4 MONTROSE ST,2020-08-16T12:10:51.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,BCorcoran
2020-00067396,6 PROVIDENCE PL,2020-08-16T11:53:34.0,8,2020,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,WMann
